code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,module_presentation_length,average_score,min_score,max_score,assessments_submitted,average_submission_date,average_assessment_weight,assessment_type_diversity,total_resource_clicks,average_resource_clicks,first_used,last_used,resources_used,interaction_duration,days_registered
EEE,2014B,630540,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,90,False,-28.0,241,57.5,55.0,60.0,2.0,50.5,22.0,1.0,758.0,3.79,-18.0,84.0,33.0,102.0,114.0
EEE,2014B,630573,M,East Anglian Region,HE Qualification,50-60%,0-35,0,60,False,-22.0,241,59.0,59.0,59.0,1.0,33.0,16.0,1.0,260.0,5.2,-16.0,51.0,14.0,67.0,108.0
EEE,2014B,630585,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,False,-25.0,241,83.5,73.0,94.0,2.0,50.5,22.0,1.0,569.0,3.924137931034483,-18.0,83.0,26.0,101.0,111.0
EEE,2014B,630606,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,False,-43.0,241,87.0,81.0,93.0,2.0,51.0,22.0,1.0,605.0,4.006622516556291,-18.0,80.0,26.0,98.0,129.0
EEE,2014B,630635,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,False,-34.0,241,85.5,80.0,91.0,2.0,50.5,22.0,1.0,505.0,3.7686567164179103,-8.0,80.0,21.0,88.0,120.0
EEE,2014B,630657,M,North Region,A Level or Equivalent,10-20,0-35,0,60,False,-39.0,241,89.0,85.0,93.0,2.0,54.5,22.0,1.0,312.0,5.473684210526316,-14.0,76.0,17.0,90.0,125.0
EEE,2014B,630696,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,False,-45.0,241,57.5,46.0,69.0,2.0,47.5,22.0,1.0,906.0,3.418867924528302,-15.0,86.0,30.0,101.0,131.0
EEE,2014B,630722,M,North Western Region,Lower Than A Level,60-70%,0-35,0,30,False,-45.0,241,80.5,73.0,88.0,2.0,49.5,22.0,1.0,804.0,2.9888475836431225,-18.0,85.0,36.0,103.0,131.0
EEE,2014B,630825,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,False,-25.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.9285714285714284,-18.0,19.0,6.0,37.0,111.0
EEE,2014B,630888,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,False,-45.0,241,91.0,91.0,91.0,1.0,29.0,16.0,1.0,501.0,4.911764705882353,-18.0,80.0,31.0,98.0,131.0
EEE,2014B,630900,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,30,False,-22.0,241,92.5,91.0,94.0,2.0,48.0,22.0,1.0,2109.0,5.285714285714286,-16.0,86.0,48.0,102.0,108.0
EEE,2014B,630980,M,South West Region,A Level or Equivalent,80-90%,35-55,0,30,False,-43.0,241,93.0,93.0,93.0,1.0,32.0,16.0,1.0,97.0,5.705882352941177,29.0,53.0,8.0,24.0,129.0
EEE,2014B,631016,M,North Region,Lower Than A Level,0-10%,0-35,0,30,False,-17.0,241,73.5,62.0,85.0,2.0,54.5,22.0,1.0,1126.0,4.450592885375494,-14.0,79.0,24.0,93.0,103.0
EEE,2014B,631051,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,False,-29.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,3.1666666666666665,-16.0,26.0,13.0,42.0,115.0
EEE,2014B,631073,M,South West Region,HE Qualification,30-40%,0-35,0,30,False,-45.0,241,95.5,92.0,99.0,2.0,49.0,22.0,1.0,650.0,3.5135135135135136,-18.0,86.0,33.0,104.0,131.0
EEE,2014B,631117,M,North Region,HE Qualification,20-30%,35-55,0,30,False,-29.0,241,90.0,88.0,92.0,2.0,45.0,22.0,1.0,1731.0,3.468937875751503,-14.0,86.0,51.0,100.0,115.0
EEE,2014B,631334,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,True,-24.0,241,93.5,92.0,95.0,2.0,50.5,22.0,1.0,493.0,3.2434210526315788,-9.0,83.0,34.0,92.0,110.0
EEE,2014B,631356,M,South Region,HE Qualification,70-80%,0-35,0,30,False,-36.0,241,90.0,83.0,97.0,2.0,40.5,22.0,1.0,649.0,4.506944444444445,-17.0,80.0,28.0,97.0,122.0
EEE,2014B,631453,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,False,-29.0,241,82.0,80.0,84.0,2.0,48.5,22.0,1.0,643.0,3.0330188679245285,-16.0,78.0,24.0,94.0,115.0
EEE,2014B,631509,M,Scotland,Lower Than A Level,50-60%,35-55,0,30,False,-25.0,241,88.0,86.0,90.0,2.0,40.0,22.0,1.0,1227.0,3.5258620689655173,-18.0,86.0,40.0,104.0,111.0
EEE,2014B,631655,M,East Anglian Region,HE Qualification,80-90%,0-35,0,60,False,-29.0,241,92.0,89.0,95.0,2.0,48.5,22.0,1.0,548.0,4.807017543859649,-16.0,80.0,25.0,96.0,115.0
EEE,2014B,631657,M,Scotland,HE Qualification,80-90%,0-35,0,60,False,-28.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
EEE,2014B,631807,M,East Midlands Region,HE Qualification,20-30%,35-55,0,30,False,-15.0,241,74.5,63.0,86.0,2.0,47.0,22.0,1.0,607.0,3.8662420382165603,-8.0,86.0,26.0,94.0,101.0
EEE,2014B,632004,M,West Midlands Region,HE Qualification,60-70%,35-55,0,30,False,-17.0,241,86.5,80.0,93.0,2.0,48.0,22.0,1.0,551.0,2.9308510638297873,-10.0,79.0,34.0,89.0,103.0
EEE,2014B,632074,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,False,-24.0,241,88.5,84.0,93.0,2.0,49.5,22.0,1.0,776.0,4.287292817679558,-6.0,84.0,33.0,90.0,110.0
EEE,2014B,632083,M,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,30,False,-25.0,241,99.0,98.0,100.0,2.0,47.0,22.0,1.0,3106.0,4.337988826815643,-18.0,85.0,52.0,103.0,111.0
EEE,2014B,632111,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,False,-29.0,241,93.5,92.0,95.0,2.0,49.5,22.0,1.0,284.0,3.264367816091954,-14.0,72.0,17.0,86.0,115.0
EEE,2014B,632133,F,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,False,-29.0,241,82.0,82.0,82.0,1.0,33.0,16.0,1.0,414.0,4.549450549450549,-2.0,78.0,29.0,80.0,115.0
EEE,2014B,632135,M,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,False,-29.0,241,84.0,84.0,84.0,1.0,33.0,16.0,1.0,239.0,4.0508474576271185,-5.0,78.0,16.0,83.0,115.0
EEE,2014B,632312,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,False,-27.0,241,86.0,85.0,87.0,2.0,50.0,22.0,1.0,408.0,3.6106194690265485,-2.0,79.0,27.0,81.0,113.0
EEE,2014B,632329,M,London Region,No Formal quals,10-20,35-55,0,30,False,-29.0,241,65.0,65.0,65.0,1.0,32.0,16.0,1.0,713.0,4.484276729559748,-1.0,69.0,29.0,70.0,115.0
EEE,2014B,632376,M,South West Region,Lower Than A Level,90-100%,0-35,0,30,False,-29.0,241,99.0,99.0,99.0,1.0,32.0,16.0,1.0,406.0,4.891566265060241,-17.0,47.0,15.0,64.0,115.0
EEE,2014B,632389,M,North Region,A Level or Equivalent,60-70%,0-35,0,30,False,-29.0,241,88.0,83.0,93.0,2.0,47.5,22.0,1.0,1097.0,4.628691983122363,-16.0,75.0,34.0,91.0,115.0
EEE,2014B,632459,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,False,-28.0,241,89.0,81.0,97.0,2.0,52.5,22.0,1.0,941.0,4.109170305676856,-5.0,79.0,36.0,84.0,114.0
EEE,2014B,632641,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,False,-29.0,241,77.5,75.0,80.0,2.0,54.0,22.0,1.0,361.0,4.8133333333333335,-5.0,67.0,22.0,72.0,115.0
EEE,2014B,632700,M,London Region,A Level or Equivalent,0-10%,0-35,0,30,False,-28.0,241,90.5,84.0,97.0,2.0,50.5,22.0,1.0,1069.0,5.018779342723005,1.0,76.0,27.0,75.0,114.0
EEE,2014B,632780,M,London Region,HE Qualification,20-30%,0-35,0,60,False,-22.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,4.090909090909091,-14.0,5.0,11.0,19.0,108.0
EEE,2014B,632800,M,South West Region,Lower Than A Level,20-30%,0-35,0,30,False,-27.0,241,81.0,70.0,92.0,2.0,51.0,22.0,1.0,1788.0,8.63768115942029,-4.0,85.0,28.0,89.0,113.0
EEE,2014B,632883,M,Wales,Lower Than A Level,60-70%,0-35,0,30,False,-22.0,241,86.5,78.0,95.0,2.0,48.5,22.0,1.0,637.0,3.424731182795699,-5.0,86.0,26.0,91.0,108.0
EEE,2014B,632889,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,False,-15.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,-9.0,-5.0,2.0,4.0,101.0
EEE,2014B,632904,M,Scotland,HE Qualification,40-50%,0-35,0,60,False,-24.0,241,94.0,93.0,95.0,2.0,48.5,22.0,1.0,965.0,3.092948717948718,-18.0,85.0,35.0,103.0,110.0
EEE,2014B,632977,M,South West Region,A Level or Equivalent,60-70%,0-35,0,30,True,-27.0,241,82.0,77.0,87.0,2.0,50.0,22.0,1.0,512.0,3.9689922480620154,1.0,84.0,27.0,83.0,113.0
EEE,2014B,633107,M,Scotland,HE Qualification,70-80%,0-35,0,60,False,-25.0,241,89.0,86.0,92.0,2.0,50.0,22.0,1.0,935.0,5.5,-5.0,86.0,29.0,91.0,111.0
EEE,2014B,633259,M,North Western Region,Lower Than A Level,50-60%,0-35,0,30,False,-23.0,241,94.0,94.0,94.0,1.0,39.0,16.0,1.0,201.0,2.6447368421052633,-16.0,70.0,19.0,86.0,109.0
EEE,2014B,633270,M,South West Region,No Formal quals,20-30%,0-35,0,60,False,-25.0,241,77.5,69.0,86.0,2.0,50.0,22.0,1.0,729.0,2.951417004048583,-16.0,82.0,29.0,98.0,111.0
EEE,2014B,633304,M,North Western Region,Lower Than A Level,30-40%,0-35,0,30,False,-24.0,241,86.0,80.0,92.0,2.0,57.0,22.0,1.0,564.0,3.337278106508876,-6.0,81.0,29.0,87.0,110.0
EEE,2014B,633310,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,False,-23.0,241,87.0,87.0,87.0,2.0,50.5,22.0,1.0,481.0,4.453703703703703,-11.0,74.0,21.0,85.0,109.0
EEE,2014B,633330,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,False,-25.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.411764705882353,-10.0,26.0,8.0,36.0,111.0
EEE,2014B,633334,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,False,-24.0,241,64.0,54.0,74.0,2.0,50.5,22.0,1.0,480.0,2.6519337016574585,-18.0,84.0,26.0,102.0,110.0
EEE,2014B,633395,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,False,-24.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,4.321428571428571,-18.0,77.0,14.0,95.0,110.0
EEE,2014B,633432,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,False,-24.0,241,60.0,53.0,67.0,2.0,52.5,22.0,1.0,223.0,4.288461538461538,10.0,72.0,15.0,62.0,110.0
EEE,2014B,633455,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,False,-23.0,241,89.0,87.0,91.0,2.0,50.0,22.0,1.0,1084.0,4.353413654618474,-17.0,86.0,38.0,103.0,109.0
EEE,2014B,633511,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,False,-24.0,241,91.5,88.0,95.0,2.0,46.0,22.0,1.0,696.0,3.782608695652174,-18.0,79.0,38.0,97.0,110.0
EEE,2014B,633530,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,False,-15.0,241,93.5,91.0,96.0,2.0,50.0,22.0,1.0,691.0,3.695187165775401,2.0,76.0,38.0,74.0,101.0
EEE,2014B,633544,M,Scotland,Lower Than A Level,20-30%,0-35,0,30,False,-24.0,241,74.0,69.0,79.0,2.0,50.0,22.0,1.0,471.0,4.401869158878505,-13.0,86.0,23.0,99.0,110.0
EEE,2014B,633605,F,Scotland,A Level or Equivalent,80-90%,0-35,0,60,False,-22.0,241,85.0,76.0,94.0,2.0,48.0,22.0,1.0,263.0,3.704225352112676,-8.0,66.0,22.0,74.0,108.0
EEE,2014B,633634,M,North Region,A Level or Equivalent,10-20,0-35,0,30,False,-25.0,241,73.0,67.0,79.0,2.0,50.0,22.0,1.0,482.0,2.8520710059171597,-13.0,86.0,22.0,99.0,111.0
EEE,2014B,633637,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,False,-24.0,241,53.0,53.0,53.0,1.0,33.0,16.0,1.0,231.0,3.3970588235294117,-18.0,68.0,19.0,86.0,110.0
EEE,2014B,633695,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,False,-23.0,241,98.5,97.0,100.0,2.0,49.5,22.0,1.0,996.0,3.308970099667774,-18.0,86.0,28.0,104.0,109.0
EEE,2014B,633716,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,False,-24.0,241,84.5,76.0,93.0,2.0,57.0,22.0,1.0,705.0,4.795918367346939,-12.0,84.0,28.0,96.0,110.0
EEE,2014B,633746,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,30,False,-23.0,241,92.5,92.0,93.0,2.0,49.5,22.0,1.0,972.0,3.328767123287671,-9.0,81.0,36.0,90.0,109.0
EEE,2014B,633859,M,North Region,Lower Than A Level,40-50%,0-35,0,60,False,-22.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,3.033333333333333,-16.0,51.0,34.0,67.0,108.0
EEE,2014B,633998,F,Scotland,HE Qualification,50-60%,55<=,0,60,False,-24.0,241,85.5,83.0,88.0,2.0,56.5,22.0,1.0,413.0,4.302083333333333,-1.0,67.0,19.0,68.0,110.0
EEE,2014B,634040,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,False,-23.0,241,65.0,65.0,65.0,2.0,45.5,22.0,1.0,891.0,5.241176470588235,-17.0,74.0,39.0,91.0,109.0
EEE,2014B,634083,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,False,-23.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
EEE,2014B,634193,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,False,-23.0,241,89.0,88.0,90.0,2.0,47.0,22.0,1.0,713.0,2.88663967611336,-15.0,82.0,32.0,97.0,109.0
EEE,2014B,634216,M,South West Region,HE Qualification,50-60%,0-35,0,60,False,-22.0,241,95.5,95.0,96.0,2.0,50.0,22.0,1.0,1397.0,4.463258785942492,-17.0,86.0,33.0,103.0,108.0
EEE,2014B,634241,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,False,-23.0,241,94.5,94.0,95.0,2.0,49.0,22.0,1.0,957.0,3.6666666666666665,-18.0,81.0,34.0,99.0,109.0
EEE,2014B,634309,M,London Region,A Level or Equivalent,0-10%,0-35,0,30,False,-23.0,241,91.0,87.0,95.0,2.0,49.5,22.0,1.0,1325.0,4.715302491103203,-18.0,86.0,33.0,104.0,109.0
EEE,2014B,634318,M,Wales,Lower Than A Level,90-100%,0-35,0,30,False,-23.0,241,95.5,95.0,96.0,2.0,50.0,22.0,1.0,842.0,4.189054726368159,-9.0,86.0,41.0,95.0,109.0
EEE,2014B,634433,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,False,-17.0,241,82.5,77.0,88.0,2.0,45.0,22.0,1.0,404.0,2.927536231884058,-6.0,64.0,20.0,70.0,103.0
EEE,2014B,634570,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,False,-22.0,241,93.5,88.0,99.0,2.0,50.5,22.0,1.0,878.0,3.4031007751937983,-18.0,84.0,31.0,102.0,108.0
EEE,2014B,634578,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,False,-22.0,241,94.0,93.0,95.0,2.0,47.5,22.0,1.0,1192.0,3.526627218934911,-16.0,85.0,31.0,101.0,108.0
EEE,2014B,634600,M,Scotland,Lower Than A Level,0-10%,0-35,0,30,False,-22.0,241,70.0,56.0,84.0,2.0,49.5,22.0,1.0,1049.0,5.37948717948718,-9.0,85.0,31.0,94.0,108.0
EEE,2014B,634737,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,False,-22.0,241,79.5,76.0,83.0,2.0,53.0,22.0,1.0,483.0,4.351351351351352,-18.0,80.0,24.0,98.0,108.0
EEE,2014B,634744,M,Scotland,HE Qualification,20-30%,0-35,0,60,False,-17.0,241,85.0,85.0,85.0,1.0,33.0,16.0,1.0,415.0,4.414893617021277,-11.0,86.0,22.0,97.0,103.0
EEE,2014B,634817,M,North Region,Lower Than A Level,80-90%,0-35,0,60,False,-17.0,241,80.5,77.0,84.0,2.0,50.5,22.0,1.0,885.0,4.561855670103093,5.0,86.0,31.0,81.0,103.0
EEE,2014B,634862,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,False,-22.0,241,91.0,87.0,95.0,2.0,49.0,22.0,1.0,815.0,3.738532110091743,-17.0,76.0,35.0,93.0,108.0
EEE,2014B,634869,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,30,False,-17.0,241,81.0,81.0,81.0,2.0,50.5,22.0,1.0,562.0,3.8758620689655174,-16.0,81.0,28.0,97.0,103.0
EEE,2014B,635041,M,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,False,12.0,241,77.0,66.0,88.0,2.0,51.5,22.0,1.0,723.0,5.055944055944056,13.0,73.0,25.0,60.0,74.0
EEE,2014B,635043,M,East Midlands Region,HE Qualification,90-100%,0-35,0,60,False,-21.0,241,89.0,85.0,93.0,2.0,46.0,22.0,1.0,787.0,4.629411764705883,0.0,84.0,23.0,84.0,107.0
EEE,2014B,635109,M,Ireland,Lower Than A Level,50-60%,0-35,0,60,False,-17.0,241,83.0,77.0,89.0,2.0,46.0,22.0,1.0,708.0,3.091703056768559,-17.0,81.0,35.0,98.0,103.0
EEE,2014B,635515,M,Scotland,Lower Than A Level,90-100%,0-35,0,60,False,-17.0,241,76.0,76.0,76.0,1.0,33.0,16.0,1.0,425.0,4.336734693877551,3.0,74.0,24.0,71.0,103.0
EEE,2014B,996047,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,False,-17.0,241,78.0,70.0,86.0,2.0,62.5,22.0,1.0,824.0,6.014598540145985,-16.0,84.0,35.0,100.0,103.0
EEE,2014B,1268772,M,Scotland,HE Qualification,80-90%,55<=,0,60,False,-22.0,241,90.5,89.0,92.0,2.0,49.5,22.0,1.0,404.0,4.590909090909091,-9.0,81.0,22.0,90.0,108.0
EEE,2014B,1410398,M,North Western Region,HE Qualification,30-40%,35-55,0,60,False,-123.0,241,78.0,68.0,88.0,2.0,41.0,22.0,1.0,261.0,3.3461538461538463,-3.0,86.0,16.0,89.0,209.0
EEE,2014B,1457691,M,East Anglian Region,Lower Than A Level,0-10%,35-55,0,90,False,-86.0,241,87.0,80.0,94.0,2.0,46.0,22.0,1.0,667.0,3.586021505376344,-3.0,86.0,44.0,89.0,172.0
EEE,2014B,1500950,M,South West Region,A Level or Equivalent,70-80%,35-55,0,60,False,-28.0,241,94.5,94.0,95.0,2.0,47.5,22.0,1.0,765.0,4.396551724137931,-18.0,86.0,32.0,104.0,114.0
EEE,2014B,1573624,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,False,-29.0,241,82.0,71.0,93.0,2.0,46.5,22.0,1.0,795.0,4.274193548387097,-18.0,84.0,24.0,102.0,115.0
EEE,2014B,1618172,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,False,-25.0,241,86.5,85.0,88.0,2.0,49.5,22.0,1.0,400.0,3.5714285714285716,-12.0,86.0,28.0,98.0,111.0
EEE,2014B,1644328,M,East Midlands Region,HE Qualification,60-70%,35-55,0,60,False,-99.0,241,97.0,97.0,97.0,1.0,30.0,16.0,1.0,401.0,3.7830188679245285,-14.0,39.0,18.0,53.0,185.0
EEE,2014B,1661805,M,South West Region,Lower Than A Level,20-30%,35-55,0,30,False,-43.0,241,99.0,98.0,100.0,2.0,49.5,22.0,1.0,2355.0,5.476744186046512,-8.0,86.0,48.0,94.0,129.0
EEE,2014B,1663815,M,Scotland,HE Qualification,60-70%,35-55,0,30,False,-85.0,241,83.0,83.0,83.0,1.0,33.0,16.0,1.0,381.0,3.2016806722689077,-16.0,65.0,22.0,81.0,171.0
EEE,2014B,1664171,M,North Western Region,Lower Than A Level,50-60%,35-55,0,90,True,-114.0,241,92.0,92.0,92.0,1.0,44.0,16.0,1.0,260.0,3.5135135135135136,-12.0,51.0,22.0,63.0,200.0
EEE,2014B,1664810,M,South East Region,Lower Than A Level,10-20,35-55,0,60,False,-134.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0
EEE,2014B,1683692,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,False,-21.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
EEE,2014B,1700371,M,East Anglian Region,HE Qualification,40-50%,35-55,0,30,False,-27.0,241,78.0,72.0,84.0,2.0,48.5,22.0,1.0,999.0,4.779904306220096,-17.0,86.0,31.0,103.0,113.0
EEE,2014B,1763786,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,False,-135.0,241,96.0,95.0,97.0,2.0,47.5,22.0,1.0,1321.0,3.896755162241888,-18.0,86.0,44.0,104.0,221.0
EEE,2014B,1780737,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,True,-29.0,241,91.0,91.0,91.0,1.0,39.0,16.0,1.0,746.0,4.167597765363128,-18.0,74.0,35.0,92.0,115.0
EEE,2014B,1789319,F,South East Region,HE Qualification,50-60%,35-55,0,60,False,-88.0,241,85.0,84.0,86.0,2.0,56.0,22.0,1.0,1212.0,3.3854748603351954,-18.0,85.0,45.0,103.0,174.0
EEE,2014B,1810414,M,South Region,HE Qualification,90-100%,35-55,0,30,False,-92.0,241,91.0,89.0,93.0,2.0,49.5,22.0,1.0,231.0,4.125,-18.0,85.0,18.0,103.0,178.0
EEE,2014B,1828112,M,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,False,-53.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,8.46875,16.0,24.0,12.0,8.0,139.0
EEE,2014B,1839181,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,90,False,-51.0,241,91.5,89.0,94.0,2.0,49.5,22.0,1.0,355.0,3.1981981981981984,-13.0,67.0,28.0,80.0,137.0
EEE,2014B,1861830,M,South West Region,Lower Than A Level,50-60%,35-55,1,70,False,-61.0,241,94.0,91.0,97.0,2.0,48.5,22.0,1.0,1393.0,3.923943661971831,-18.0,85.0,43.0,103.0,147.0
EEE,2014B,1863564,M,North Region,HE Qualification,0-10%,35-55,0,60,False,-275.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0
EEE,2014B,1878160,M,South Region,A Level or Equivalent,70-80%,35-55,1,150,False,-68.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0
EEE,2014B,1894419,M,London Region,A Level or Equivalent,80-90%,35-55,0,60,False,-29.0,241,63.5,53.0,74.0,2.0,53.5,22.0,1.0,573.0,4.4765625,-1.0,78.0,28.0,79.0,115.0
EEE,2014B,1908526,M,Scotland,HE Qualification,20-30%,35-55,0,60,False,-28.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
EEE,2014B,2002664,F,Scotland,HE Qualification,90-100%,35-55,0,30,False,-89.0,241,81.0,74.0,88.0,2.0,55.5,22.0,1.0,1071.0,4.636363636363637,-12.0,86.0,42.0,98.0,175.0
EEE,2014B,2026585,M,Ireland,HE Qualification,20-30%,35-55,0,30,False,-29.0,241,89.0,83.0,95.0,2.0,45.5,22.0,1.0,1913.0,3.765748031496063,-18.0,86.0,47.0,104.0,115.0
EEE,2014B,2064873,M,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,False,-54.0,241,88.0,86.0,90.0,2.0,47.5,22.0,1.0,2333.0,5.161504424778761,-18.0,86.0,45.0,104.0,140.0
EEE,2014B,2139273,M,Scotland,A Level or Equivalent,60-70%,35-55,0,90,False,-60.0,241,78.0,77.0,79.0,2.0,50.5,22.0,1.0,376.0,4.530120481927711,2.0,69.0,21.0,67.0,146.0
EEE,2014B,2187588,M,Ireland,A Level or Equivalent,70-80%,35-55,1,60,False,-36.0,241,81.5,74.0,89.0,2.0,33.0,22.0,1.0,460.0,2.569832402234637,-17.0,86.0,27.0,103.0,122.0
EEE,2014B,2188680,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,False,-29.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,4.256756756756757,-18.0,4.0,36.0,22.0,115.0
EEE,2014B,2198914,M,South Region,HE Qualification,70-80%,35-55,0,90,False,-17.0,241,90.0,89.0,91.0,2.0,50.5,22.0,1.0,533.0,3.86231884057971,-9.0,84.0,31.0,93.0,103.0
EEE,2014B,2249143,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,30,False,-22.0,241,82.5,74.0,91.0,2.0,55.0,22.0,1.0,540.0,3.253012048192771,-15.0,78.0,31.0,93.0,108.0
EEE,2014B,2295254,M,North Western Region,HE Qualification,10-20,35-55,0,30,False,-68.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0
EEE,2014B,2329539,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,False,-44.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,4.036363636363636,-14.0,29.0,16.0,43.0,130.0
EEE,2014B,2359504,F,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,False,-25.0,241,80.0,80.0,80.0,1.0,32.0,16.0,1.0,581.0,4.335820895522388,-13.0,58.0,31.0,71.0,111.0
EEE,2014B,2364637,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,30,False,-22.0,241,68.0,66.0,70.0,2.0,51.0,22.0,1.0,237.0,4.157894736842105,-17.0,79.0,20.0,96.0,108.0
EEE,2014B,2376512,M,London Region,Lower Than A Level,60-70%,0-35,0,30,False,-21.0,241,90.5,86.0,95.0,2.0,44.5,22.0,1.0,726.0,2.8030888030888033,-16.0,86.0,48.0,102.0,107.0
EEE,2014B,2384615,M,Scotland,A Level or Equivalent,90-100%,0-35,1,150,False,-134.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0
EEE,2014B,2388492,F,Scotland,Lower Than A Level,70-80%,35-55,0,30,False,-25.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,3.96,-18.0,-3.0,19.0,15.0,111.0
EEE,2014B,2391004,M,Scotland,HE Qualification,70-80%,0-35,0,60,False,-24.0,241,94.5,93.0,96.0,2.0,51.0,22.0,1.0,308.0,3.710843373493976,-18.0,69.0,31.0,87.0,110.0
